Sun Nov 20 2022,6:00p,Detroit Pistons,129,Sacramento Kings,137
Sun Nov 20 2022,6:00p,Charlotte Hornets,102,Washington Wizards,106
Sun Nov 20 2022,7:00p,Memphis Grizzlies,115,Brooklyn Nets,127
Sun Nov 20 2022,7:00p,Miami Heat,87,Cleveland Cavaliers,113
Sun Nov 20 2022,7:00p,Golden State Warriors,127,Houston Rockets,120
Sun Nov 20 2022,7:30p,Denver Nuggets,98,Dallas Mavericks,97
Sun Nov 20 2022,9:30p,San Antonio Spurs,92,Los Angeles Lakers,123
Mon Nov 21 2022,7:00p,Atlanta Hawks,102,Cleveland Cavaliers,114
Mon Nov 21 2022,7:00p,Orlando Magic,102,Indiana Pacers,123
Mon Nov 21 2022,8:00p,Boston Celtics,107,Chicago Bulls,121
Mon Nov 21 2022,8:00p,Portland Trail Blazers,111,Milwaukee Bucks,119
Mon Nov 21 2022,8:00p,Miami Heat,101,Minnesota Timberwolves,105
Mon Nov 21 2022,8:00p,Golden State Warriors,83,New Orleans Pelicans,128
Mon Nov 21 2022,8:00p,New York Knicks,129,Oklahoma City Thunder,119
Mon Nov 21 2022,10:30p,Utah Jazz,114,Los Angeles Clippers,121
Tue Nov 22 2022,7:30p,Brooklyn Nets,106,Philadelphia 76ers,115
Tue Nov 22 2022,8:00p,Sacramento Kings,113,Memphis Grizzlies,109
Tue Nov 22 2022,9:00p,Detroit Pistons,110,Denver Nuggets,108
Tue Nov 22 2022,10:00p,Los Angeles Lakers,105,Phoenix Suns,115
Wed Nov 23 2022,7:00p,Philadelphia 76ers,101,Charlotte Hornets,107
Wed Nov 23 2022,7:00p,Portland Trail Blazers,96,Cleveland Cavaliers,114
Wed Nov 23 2022,7:00p,Minnesota Timberwolves,115,Indiana Pacers,101
Wed Nov 23 2022,7:30p,Sacramento Kings,106,Atlanta Hawks,115
Wed Nov 23 2022,7:30p,Dallas Mavericks,112,Boston Celtics,125
Wed Nov 23 2022,7:30p,Washington Wizards,105,Miami Heat,113
Wed Nov 23 2022,7:30p,Brooklyn Nets,112,Toronto Raptors,98
Wed Nov 23 2022,8:00p,Chicago Bulls,118,Milwaukee Bucks,113
Wed Nov 23 2022,8:00p,Denver Nuggets,131,Oklahoma City Thunder,126
Wed Nov 23 2022,8:00p,New Orleans Pelicans,129,San Antonio Spurs,110
Wed Nov 23 2022,9:00p,Detroit Pistons,125,Utah Jazz,116
Wed Nov 23 2022,10:00p,Los Angeles Clippers,107,Golden State Warriors,124
Fri Nov 25 2022,5:00p,Minnesota Timberwolves,108,Charlotte Hornets,110
Fri Nov 25 2022,7:00p,Philadelphia 76ers,107,Orlando Magic,99
